,squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,bathroom,price,price_per_sqft
8328,81222,13,0,0,23961,9,4,3,8129951.3,10009543.350323804
8329,46068,84,1,0,9909,2,4,9,4614136.1,10015924.502908742
8330,47824,52,0,0,39180,5,7,3,4784201.3,10003766.518902643
8331,65308,38,1,0,45213,9,7,2,6535120.3,10006615.26918601
8332,99885,2,0,0,29151,1,3,10,9989210.1,10000710.917555189
8333,429,58,1,1,40696,8,5,6,53940.1,12573449.883449884
8334,25224,8,0,1,15830,3,10,8,2529744.6,10029117.507136062
8335,47563,82,1,0,97231,9,4,3,4765002.0,10018295.73407901
8336,78037,11,1,1,83559,6,4,8,7811853.8,10010448.633340595
8337,63026,19,1,1,43079,9,4,9,6307284.4,10007432.48817948
8338,79830,96,1,1,68175,6,4,1,7989770.6,10008481.272704497
8339,11826,33,1,0,43510,2,9,4,1186605.1,10033866.903433114
8340,52178,15,1,0,73210,10,7,10,5228450.8,10020412.434359308
8341,50418,69,0,0,22746,5,4,3,5049859.5,10015985.362370582
8342,53434,70,0,0,47639,8,2,5,5346181.9,10005206.235730061
8343,76383,22,1,0,86521,4,9,5,7641724.1,10004482.803765235
8344,67985,47,0,0,7411,10,6,3,6802989.1,10006603.074207546
8345,54780,70,0,1,31961,5,6,3,5480478.7,10004524.826579044
8346,50121,2,0,1,97905,3,7,9,5020674.6,10017107.799126113
8347,44064,74,0,1,48051,4,4,7,4413732.1,10016639.660493826
8348,28481,74,1,1,83577,7,5,4,2854717.3,10023234.085881816
8349,47831,53,1,0,87835,4,10,10,4786864.2,10007869.791557776
8350,46211,47,1,0,63171,9,5,8,4629859.3,10018955.010711735
8351,32250,5,0,1,62776,6,3,1,3236484.1,10035609.6124031
8352,58958,10,1,0,56337,6,1,5,5903746.7,10013478.577970758
8353,17786,8,1,1,60817,9,5,8,1784679.2,10034179.6918925
8354,6284,3,1,0,57434,6,4,0,631188.6,10044376.19350732
8355,59615,17,1,0,51878,4,7,9,5963967.0,10004138.220246581
8356,48577,76,1,0,96540,10,7,0,4862984.7,10010879.01681866
8357,66859,18,0,0,63616,8,9,10,6688391.8,10003726.947755724
8358,53381,86,0,0,48945,5,10,1,5339727.1,10003048.088271106
8359,45580,88,1,1,88107,7,6,5,4569449.5,10025119.569986837
8360,25440,47,0,1,43154,4,2,1,2549452.1,10021431.210691825
8361,31598,63,1,0,30350,6,9,4,3165856.9,10019168.61826698
8362,23073,45,0,1,20942,3,6,2,2310872.1,10015481.731894422
8363,59049,94,0,0,23174,10,5,9,5910896.8,10010155.63345696
8364,93674,27,0,1,92270,2,3,2,9375903.9,10009078.186049491
8365,76446,54,1,1,48140,9,7,1,7651735.1,10009333.516469141
8366,41926,8,1,0,22338,3,9,5,4198279.5,10013546.486666985
8367,80976,87,1,0,91185,6,7,10,8102795.0,10006415.48113021
8368,11470,93,0,0,29901,9,8,1,1148699.6,10014817.785527464
8369,79723,71,0,1,21006,9,7,3,7976910.1,10005782.647416681
8370,34838,45,1,1,62275,3,8,2,3490058.2,10017963.717779437
8371,28303,23,0,0,1348,8,9,10,2833274.6,10010509.839946296
8372,93490,45,1,1,51703,2,9,3,9355490.2,10006942.132848432
8373,17950,57,0,1,52904,4,10,2,1802294.6,10040638.440111421
8374,388,11,1,0,38425,6,9,1,44847.8,11558711.340206185
8375,2739,41,1,0,20586,3,6,3,277462.2,10130054.764512597
8376,7603,47,0,0,90726,8,8,0,763363.9,10040298.566355387
8377,15555,33,1,1,76677,5,4,10,1564014.8,10054739.954998393
8378,78847,12,1,0,58735,7,8,8,7888002.5,10004188.491635699
8379,30596,41,0,1,73043,8,9,1,3063030.8,10011213.230487645
8380,37395,88,0,0,17284,9,7,2,3741187.8,10004513.43762535
8381,27918,42,0,1,88907,6,1,2,2798713.6,10024763.951572463
8382,43789,83,0,1,85398,1,5,8,4383378.7,10010227.91111923
8383,15728,76,1,0,40059,9,8,5,1577515.7,10029982.833163785
8384,74409,95,0,1,32424,3,10,8,7447750.0,10009205.875633324
8385,29114,18,1,1,15509,1,9,3,2919917.4,10029255.341073023
8386,99539,34,0,1,88204,1,9,3,9963045.1,10009187.454163695
8387,73748,47,0,0,42075,6,9,7,7382612.1,10010592.965232955
8388,64273,65,1,0,72264,7,6,2,6433844.3,10010182.036002677
8389,83405,16,0,0,19556,4,2,6,8347406.0,10008280.079131946
8390,48652,25,0,0,93506,5,2,9,4866264.2,10002187.371536627
8391,53034,62,1,1,8961,9,8,3,5312035.2,10016282.384885168
8392,67294,98,1,0,87213,6,5,4,6737871.6,10012588.938092548
8393,6940,24,0,0,14844,7,9,8,695809.4,10026072.04610951
8394,74857,19,0,1,32561,9,5,5,7495795.1,10013485.846347036
8395,23365,63,1,1,73093,9,1,5,2343955.6,10031909.265996149
8396,53591,91,1,0,13020,2,7,7,5365278.8,10011529.547871845
8397,13612,57,1,0,9468,5,1,8,1367128.9,10043556.420805171
8398,63189,4,0,0,82488,4,1,10,6319752.4,10001348.968966117
8399,43441,42,0,1,45828,5,10,10,4349056.0,10011408.577150619
8400,3995,76,0,1,2844,7,1,7,406628.1,10178425.531914894
8401,43133,81,1,0,81883,8,7,6,4321653.6,10019367.07393411
8402,90323,27,0,0,24112,6,6,9,9037654.9,10005928.611760017
8403,50164,68,0,1,57026,10,6,10,5022955.5,10013068.13651224
8404,38713,64,1,0,16798,5,7,3,3876407.2,10013192.467646526
8405,5140,35,0,0,8869,3,2,0,515580.6,10030750.972762646
8406,64827,50,1,1,18952,4,6,2,6491283.9,10013241.242075061
8407,34956,3,1,1,64314,7,8,10,3508101.3,10035762.959148644
8408,87810,52,1,0,52923,6,4,2,8793955.5,10014754.014349163
8409,46349,76,0,0,64904,9,9,8,4636590.5,10003647.32788194
8410,96704,63,0,0,78651,8,9,1,9672864.9,10002548.912144275
8411,57314,63,0,0,68470,9,7,1,5733991.1,10004520.884949576
8412,42421,69,1,0,80196,5,8,8,4246970.1,10011480.398859054
8413,36442,45,1,0,92517,6,4,1,3653630.9,10025879.205312552
8414,46301,83,0,0,19297,8,7,4,4631982.1,10004064.92300382
8415,13522,4,0,0,84593,3,10,7,1354750.1,10018858.896612927
8416,83088,22,0,0,39738,6,4,7,8315132.4,10007621.317157712
8417,18019,89,0,0,27629,2,6,6,1803675.6,10009854.04295466
8418,29637,21,1,0,70145,7,9,0,2973981.8,10034692.445254244
8419,88231,33,1,0,51971,9,8,1,8827270.9,10004727.250059502
8420,99478,86,1,0,29401,8,1,5,9953158.3,10005386.417097248
8421,25207,65,0,1,31694,10,6,3,2527273.7,10026078.866981395
8422,89622,93,0,0,75385,5,5,9,8965091.7,10003226.551516367
8423,35082,21,1,1,89634,2,6,7,3516840.0,10024628.014366342
8424,91104,35,0,1,99363,7,5,10,9116835.1,10007063.465929048
8425,68046,66,1,0,3594,4,10,3,6818141.7,10019900.802398378
8426,32604,51,1,0,85386,1,5,2,3263791.9,10010403.32474543
8427,65825,55,0,0,46451,8,2,3,6586250.7,10005697.987086972
8428,61543,22,0,1,95902,7,4,5,6158002.7,10006016.443787271
8429,25004,61,0,0,10743,6,1,10,2506029.9,10022515.997440409
8430,41524,98,1,1,82133,5,7,1,4163553.6,10026860.610731144
8431,32602,47,1,0,28720,4,2,5,3267427.6,10022169.192074105
8432,17648,25,0,0,47596,1,1,10,1765902.2,10006245.46690843
8433,7935,37,0,0,17121,10,4,10,803701.0,10128557.025834909
8434,11498,38,0,1,31410,6,2,5,1154978.9,10045041.746390676
8435,69482,42,1,0,36004,6,1,1,6957177.2,10012920.180766242
8436,61647,46,1,0,64030,1,10,10,6172515.9,10012678.47583824
8437,87500,29,1,0,61445,4,4,1,8754886.3,10005584.342857145
8438,14878,39,0,1,56764,5,10,4,1491712.2,10026295.200967873
8439,43872,12,1,1,7643,5,9,7,4402358.3,10034551.194383662
8440,8413,19,0,1,74038,5,9,6,849213.2,10094059.194104362
8441,44120,42,0,1,82323,1,1,7,4420400.4,10019039.891205804
8442,68528,34,1,0,23274,1,1,4,6864016.7,10016368.053934159
8443,4293,1,0,1,65888,8,3,0,438335.4,10210468.20405311
8444,64013,22,0,0,37935,2,8,0,6404986.7,10005759.298892412
8445,44911,33,0,0,3014,10,6,0,4495840.1,10010554.429872412
8446,68647,50,0,0,12041,10,2,6,6867106.0,10003504.887322098
8447,76256,38,0,1,55125,7,7,4,7631297.1,10007471.01867394
8448,36417,62,0,1,68060,1,10,6,3650549.1,10024299.365680864
8449,69901,69,1,0,67774,8,5,1,6996565.9,10009250.082259195
8450,6478,66,0,1,95335,9,6,6,652595.4,10074025.933930226
8451,69242,1,0,1,68161,2,9,0,6936087.4,10017167.903873371
8452,31601,70,0,0,63409,6,1,4,3163556.8,10010938.894338787
8453,50294,30,0,1,23861,8,2,10,5034657.6,10010453.732055513
8454,255,62,1,1,68676,2,2,5,34291.5,13447647.05882353
8455,27060,39,0,0,65435,1,7,7,2710700.7,10017371.396895789
8456,43140,6,1,1,29151,5,10,6,4322399.2,10019469.63375058
8457,63717,7,0,0,47370,10,6,8,6379454.1,10012169.593672018
8458,40310,75,1,1,76234,5,8,4,4041851.6,10026920.367154552
8459,8904,96,1,1,47762,5,9,8,895624.6,10058676.999101527
8460,90633,92,1,1,87006,6,1,7,9072944.6,10010641.377864575
8461,6570,63,1,0,64028,4,10,1,667494.8,10159738.203957383
8462,3011,48,1,0,78036,5,8,0,305014.0,10129990.036532713
8463,16251,54,1,0,18325,3,2,0,1629387.0,10026379.91508215
8464,72165,56,0,0,7182,8,3,0,7218838.4,10003240.351971177
8465,2005,45,0,1,48091,9,1,5,207531.7,10350708.229426434
8466,18240,36,0,0,61330,4,9,1,1828031.8,10022104.166666666
8467,16006,69,1,0,84552,5,6,0,1606780.5,10038613.644883169
8468,22333,6,1,1,62849,3,4,8,2245486.2,10054565.88904312
8469,89742,27,0,0,18849,3,2,4,8976777.7,10002872.345167255
8470,10966,47,0,1,12718,5,5,2,1101642.7,10045984.862301659
8471,47148,37,0,1,27736,7,6,1,4721381.3,10013958.810554
8472,93622,85,0,0,95229,9,6,6,9363558.2,10001450.727393134
8473,44854,18,1,0,88270,2,7,2,4489439.7,10009006.331653811
8474,92684,4,1,1,23468,8,5,9,9278413.3,10010803.698588755
8475,38964,47,0,1,14596,8,5,4,3902450.1,10015527.409916846
8476,90703,61,0,1,57243,9,5,7,9072785.2,10002739.931424538
8477,81247,42,0,1,71916,5,10,2,8127330.2,10003237.288761431
8478,42655,30,0,0,80910,5,8,5,4272845.4,10017220.48997773
8479,19602,44,1,0,4151,4,4,0,1972327.5,10061868.686868686
8480,54706,87,1,0,48172,10,7,5,5476681.1,10011115.96534201
8481,74133,92,1,0,89313,1,7,6,7424902.1,10015650.385118637
8482,32165,44,0,0,63904,9,9,1,3219111.8,10008120.006217938
8483,15262,49,0,1,20893,2,7,1,1531236.5,10033000.262088848
8484,34819,71,0,1,95913,1,8,4,3488144.0,10017932.737873001
8485,93896,35,1,1,66057,5,3,9,9401076.4,10012222.458890688
8486,62414,19,0,0,88604,8,4,6,6250022.7,10013815.329893934
8487,70873,10,0,0,4459,5,5,5,7089697.7,10003383.093702821
8488,371,29,1,0,34470,9,2,8,45524.8,12270835.579514826
8489,16326,61,0,1,80205,10,1,8,1638783.0,10037872.10584344
8490,33628,100,0,0,17190,10,9,10,3367900.4,10015167.1226359
8491,41845,32,1,0,73745,2,6,1,4191538.2,10016819.69171944
8492,26814,16,1,1,78405,7,6,9,2689533.0,10030331.17028418
8493,68974,59,0,1,42575,7,8,1,6904810.5,10010743.90349987
8494,16873,88,1,0,23484,4,7,7,1691487.0,10024814.79286434
8495,38513,7,1,0,96891,6,3,2,3853759.3,10006385.636019006
8496,82959,13,0,0,59334,9,1,8,8298011.1,10002544.751021588
8497,14029,72,1,0,86359,3,5,9,1408596.0,10040601.610948749
8498,97985,66,0,1,32487,1,3,7,9804383.0,10006003.98020105
8499,4332,31,1,1,80285,10,7,6,440601.8,10170863.342566943
8500,74436,29,1,0,17213,1,1,7,7450183.2,10008844.107689828
8501,79572,45,0,0,32878,3,1,4,7958075.5,10001100.261398481
8502,7038,24,1,1,98533,2,1,2,708802.9,10071084.114805343
8503,58869,32,1,1,72621,7,10,1,5896012.4,10015479.11464438
8504,15967,75,1,0,94596,9,9,1,1605306.0,10053898.665998623
8505,28792,30,0,1,10456,5,2,8,2885914.9,10023322.103362044
8506,74037,27,1,0,97998,2,3,7,7413723.0,10013537.825681753
8507,49104,3,0,0,9585,5,5,6,4913428.4,10006167.318344738
8508,10250,7,0,0,98896,7,8,0,1025802.4,10007828.292682927
8509,89708,27,1,0,64301,3,10,8,8978292.3,10008351.874972133
8510,74885,84,1,1,83527,7,1,1,7499296.3,10014417.172998598
8511,52887,86,0,1,7597,2,6,4,5292579.6,10007335.640138406
8512,17615,13,0,1,34394,8,6,5,1774991.8,10076592.676695997
8513,10588,61,0,1,7897,8,1,6,1063316.5,10042656.781261805
8514,72085,57,1,0,40408,10,6,8,7212400.1,10005410.418256225
8515,48092,61,1,1,58882,2,7,3,4817550.9,10017364.426515846
8516,44815,79,1,1,52384,2,5,3,4490727.7,10020590.650451858
8517,94702,96,1,1,23632,4,5,1,9479031.9,10009325.991003359
8518,19575,100,1,1,33043,5,9,7,1966077.9,10043820.689655172
8519,78934,44,0,0,57594,4,3,3,7895339.6,10002457.242759774
8520,99108,20,0,0,45112,9,1,0,9914800.1,10004036.102030108
8521,38522,4,1,0,27106,10,2,6,3858534.0,10016442.552307772
8522,10271,43,0,0,3812,7,2,4,1027893.8,10007728.556128906
8523,605,12,1,0,69657,6,9,1,66663.2,11018710.743801653
8524,83698,44,1,0,94020,3,9,1,8376076.9,10007499.462352745
8525,8976,38,0,0,66937,8,4,0,898880.7,10014268.048128342
8526,71298,98,0,0,24335,8,5,5,7131907.8,10002956.324160565
8527,76974,9,0,0,497,7,4,10,7700879.4,10004520.227609323
8528,96395,51,0,1,69572,1,4,3,9648710.6,10009555.059909746
8529,20906,36,0,0,57135,4,6,2,2092028.4,10006832.488280876
8530,42619,81,0,0,91709,5,9,8,4263005.5,10002593.913512753
8531,19782,60,1,0,64003,6,10,5,1988451.0,10051819.83621474
8532,1454,32,0,0,58784,1,3,5,148234.6,10194951.856946355
8533,63066,53,1,0,68230,2,2,7,6313110.3,10010322.994957663
8534,43912,67,0,0,3953,10,7,3,4396083.0,10011119.967207141
8535,3121,46,1,0,66893,9,1,10,322767.7,10341803.909003524
8536,22810,20,0,0,51325,2,6,6,2282270.4,10005569.487067075
8537,1666,39,0,1,71789,2,4,5,169944.5,10200750.300120048
8538,32490,11,0,0,16884,5,4,10,3250802.6,10005548.168667283
8539,19461,78,1,0,41021,5,1,6,1949663.1,10018308.925543394
8540,38375,95,1,0,81613,2,5,7,3840731.2,10008420.06514658
8541,86008,47,0,0,83780,5,8,1,8609323.5,10009910.124639569
8542,2622,98,0,1,33898,8,9,1,272493.8,10392593.440122044
8543,79445,43,0,1,11894,6,8,6,7948637.0,10005207.376172194
8544,67370,51,1,0,68941,7,3,7,6742167.0,10007669.585869081
8545,68590,39,0,1,97903,7,1,1,6871144.2,10017705.49642805
8546,58980,67,1,1,86935,2,1,8,5914784.4,10028457.782299085
8547,12389,70,1,1,48969,4,2,4,1247818.8,10071989.668254096
8548,90151,73,1,1,15682,3,3,9,9022486.2,10008193.142616276
8549,37846,76,0,1,33431,10,7,4,3790981.1,10016860.698620725
8550,93187,66,1,0,87936,10,4,1,9324088.6,10005782.56623778
8551,66592,21,1,0,6475,6,7,5,6666928.6,10011605.89860644
8552,11644,19,1,0,36946,5,8,8,1166984.8,10022198.557196839
8553,42167,74,1,0,24509,7,3,10,4221684.9,10011821.80378021
8554,30458,50,0,1,40175,9,10,9,3051295.4,10018042.550397268
8555,235,86,0,0,42101,8,6,3,28656.5,12194255.319148935
8556,23892,26,0,0,12324,7,5,0,2390553.2,10005663.8205257
8557,15621,24,1,0,27464,5,5,7,1566732.4,10029654.951667627
8558,22716,61,0,0,95435,7,3,10,2272979.3,10006071.93167811
8559,82859,100,1,0,71749,5,10,0,8291287.8,10006502.37149857
8560,73838,68,1,1,52507,6,9,2,7396303.9,10016934.234405048
8561,15064,44,1,1,34563,9,4,8,1512799.1,10042479.421136484
8562,2848,82,1,1,65650,2,3,1,293779.5,10315291.432584269
8563,94867,65,0,1,46376,7,9,9,9494401.9,10008118.629238829
8564,62037,58,0,1,44967,10,5,2,6213106.2,10015162.241887905
8565,96906,47,0,1,72144,9,10,0,9697498.0,10007118.238292778
8566,92877,43,0,0,14865,5,4,0,9293132.6,10005849.241469901
8567,88652,76,1,0,17201,9,2,3,8873177.8,10008999.007354602
8568,89178,74,0,0,21568,9,8,6,8926770.7,10010059.319563119
8569,30863,78,0,1,73984,6,9,9,3089420.5,10010110.812299518
8570,98755,18,0,1,21268,4,2,8,9880422.4,10004984.456483217
8571,34195,71,1,1,29555,7,6,0,3428702.5,10026911.829214798
8572,4537,5,0,0,41040,6,2,0,456361.6,10058664.315627066
8573,73177,38,1,0,29791,4,6,4,7321281.1,10004893.750768684
8574,13969,15,0,0,699,4,6,10,1399049.3,10015386.212327296
8575,62460,43,0,0,54866,7,6,5,6253854.3,10012574.92795389
8576,24104,53,1,0,91305,1,1,3,2417754.8,10030512.777962163
8577,25892,8,0,0,74322,8,4,0,2593267.0,10015707.554456975
8578,299,38,1,0,76474,10,4,2,37033.1,12385652.173913043
8579,15944,83,1,1,96211,8,9,0,1602339.3,10049794.907175113
8580,90045,95,0,0,6252,2,3,6,9009466.8,10005515.908712313
8581,37754,65,1,0,83911,6,7,9,3784160.6,10023204.42866981
8582,46195,68,0,1,73233,3,5,9,4631767.7,10026556.337265939
8583,91114,71,0,1,75295,1,2,4,9116972.0,10006115.415852668
8584,82651,100,1,1,53034,2,3,4,8274315.0,10011149.290389711
8585,47353,22,1,1,38565,7,8,6,4743129.1,10016533.482567102
8586,25018,100,0,1,68676,10,10,1,2511418.7,10038447.118074987
8587,10288,94,0,1,3722,4,9,7,1031927.6,10030400.466562986
8588,57085,32,1,1,90052,2,2,9,5714000.4,10009635.455899097
8589,62281,87,1,1,62129,9,8,1,6239393.0,10018132.335704308
8590,75549,77,0,0,53936,3,7,4,7562030.5,10009438.245377172
8591,11580,59,1,0,12738,7,4,6,1169617.9,10100327.288428323
8592,45229,94,0,1,46242,3,10,5,4531305.4,10018584.094275799
8593,44565,78,1,0,34919,2,8,10,4463078.5,10014761.58420285
8594,1782,64,0,1,13779,6,7,2,184784.8,10369517.396184063
8595,97593,62,0,0,65628,5,5,9,9760509.5,10001239.3306897
8596,37567,65,0,1,40714,8,4,8,3764024.0,10019495.834109724
8597,91992,40,0,1,73321,2,7,1,9206945.5,10008419.753891643
8598,92016,58,1,0,7997,2,5,10,9206998.8,10005867.240479918
8599,47027,64,0,0,12453,2,6,4,4704701.7,10004256.490952006
8600,35562,80,0,1,35855,3,6,7,3560786.1,10012896.068837523
8601,68162,64,0,1,81335,2,7,3,6825255.0,10013284.52803615
8602,30830,70,1,1,36132,8,1,5,3090623.0,10024725.916315278
8603,77776,68,0,0,8289,4,6,3,7778582.0,10001262.600288007
8604,53818,53,0,0,79755,8,10,0,5386139.9,10008064.030621726
8605,73917,74,1,0,32904,1,10,3,7405490.0,10018656.060175603
8606,92675,5,1,1,50856,4,2,8,9274886.7,10007970.542217426
8607,70159,46,0,1,4159,5,10,6,7019489.9,10005116.806111831
8608,74810,19,1,0,78485,10,6,3,7492753.7,10015711.402218955
8609,63891,41,1,1,77669,10,2,4,6398575.0,10014829.944749651
8610,10601,59,0,1,98223,1,7,0,1062664.1,10024187.340816906
8611,85375,3,0,0,2021,9,6,4,8541495.4,10004679.82430454
8612,2559,59,1,0,46843,5,6,1,264370.7,10331016.02188355
8613,18101,6,1,1,20172,10,4,2,1824739.2,10080875.089774046
8614,44429,27,0,0,24418,5,1,4,4447469.6,10010285.174097998
8615,87780,36,1,1,86321,1,1,0,8787571.9,10010904.420141263
8616,42277,28,1,1,37551,3,4,5,4232611.0,10011616.245239729
8617,14447,69,1,0,42206,3,9,4,1458693.1,10096858.171246625
8618,33205,94,1,0,72954,5,6,5,3327752.0,10021840.08432465
8619,52132,91,0,0,36610,2,10,2,5216554.9,10006435.394767132
8620,39549,62,1,0,45127,1,8,7,3959426.2,10011444.537156438
8621,60514,20,0,1,97117,9,9,3,6057452.2,10010001.322008131
8622,93499,24,1,1,60380,3,8,3,9357814.6,10008464.90336795
8623,50241,82,1,0,53936,1,6,0,5029855.1,10011454.986962838
8624,28915,37,1,0,83531,10,9,4,2896715.4,10018037.005014699
8625,46790,82,0,0,12735,9,5,2,4681489.3,10005320.153879033
8626,98780,21,1,1,98949,4,3,4,9886719.0,10008826.68556388
8627,58362,9,1,1,58166,10,9,1,5846004.5,10016799.458551798
8628,11928,67,0,0,59779,3,6,10,1198963.5,10051672.535211267
8629,41840,78,0,0,83284,8,6,3,4185921.1,10004591.53919694
8630,27538,94,1,0,24662,8,4,4,2758284.9,10016286.222674124
8631,44438,96,1,0,62393,9,4,9,4450823.4,10015804.94171655
8632,12373,18,1,0,50723,6,1,9,1245235.4,10064134.809666207
8633,3206,100,1,0,45319,1,7,8,331095.0,10327354.95945103
8634,14993,24,0,0,50377,5,6,5,1501072.0,10011818.848796105
8635,72945,13,0,1,46738,5,10,2,7305011.3,10014409.897868257
8636,74810,65,0,1,45946,5,3,9,7489966.3,10011985.42975538
8637,1300,95,1,0,3711,4,7,9,134967.9,10382146.153846154
8638,11303,72,1,1,24408,1,2,6,1140133.1,10086995.48792356
8639,67724,80,1,0,7207,2,6,2,6779991.5,10011209.467840057
8640,34195,65,1,1,18669,8,5,6,3435606.2,10047101.038163474
8641,57806,49,1,1,2842,6,1,1,5790410.1,10016970.72968204
8642,57722,21,1,1,50612,9,10,0,5785132.0,10022403.93610755
8643,62094,94,0,0,55584,6,1,8,6218641.0,10014882.275260089
8644,99148,67,1,0,91053,9,6,1,9918736.1,10003969.923750352
8645,89512,86,0,1,77376,5,9,0,8960225.1,10010082.55876307
8646,57210,10,1,0,28837,10,2,8,5728623.0,10013324.593602518
8647,46336,1,1,1,37727,8,6,3,4643781.9,10021974.059046963
8648,56145,35,1,1,18243,7,7,10,5617752.6,10005793.213999465
8649,13494,3,1,0,83994,10,9,4,1355903.1,10048192.53001334
8650,79002,20,0,0,980,2,3,10,7900697.1,10000629.224576592
8651,58208,13,1,1,73126,4,2,3,5831806.0,10018908.053875756
8652,71474,84,1,0,13061,5,8,8,7152718.8,10007441.587150572
8653,98209,43,1,0,11091,2,8,3,9826484.2,10005686.036921259
8654,41226,87,0,0,4737,9,4,4,4125343.5,10006654.78096347
8655,35122,73,0,0,20282,4,4,2,3515208.1,10008564.717271226
8656,52220,22,1,0,70735,6,5,6,5226840.4,10009269.24549981
8657,95063,89,0,1,96709,1,6,3,9511106.1,10005055.699904274
8658,73782,92,0,0,91270,8,7,8,7383555.6,10007258.680979101
8659,16368,99,1,1,6037,8,10,1,1645556.7,10053498.900293255
8660,84286,78,1,0,7669,9,5,7,8437788.1,10010901.098640343
8661,47039,34,0,1,26838,1,3,3,4710291.0,10013586.598354558
8662,77726,23,0,0,65747,10,4,6,7773518.3,10001181.457942002
8663,3912,73,1,0,2873,4,7,9,395955.1,10121551.63599182
8664,93746,13,0,0,47596,6,6,10,9376444.3,10001967.337273058
8665,44304,3,0,1,40895,8,10,10,4433938.2,10007986.186348863
8666,27400,25,1,0,11013,1,4,2,2747740.2,10028248.90510949
8667,53056,97,0,0,68087,10,6,3,5310121.5,10008522.12756333
8668,80691,51,0,0,98637,10,5,7,8071084.5,10002459.382087221
8669,57337,55,1,1,85366,1,6,3,5750227.2,10028824.668189825
8670,64732,82,0,1,85414,10,2,6,6479107.5,10009126.089105852
8671,13037,49,1,1,88942,9,4,7,1315003.5,10086703.229270538
8672,48520,25,0,1,27932,9,10,4,4862564.1,10021772.671063477
8673,74788,45,1,1,6745,4,10,9,7483945.9,10006880.649302026
8674,85208,55,0,1,43341,6,9,9,8527688.8,10008084.686883861
8675,33643,64,1,1,5187,2,5,3,3374768.4,10031116.131141694
8676,53547,77,0,0,50880,8,4,2,5355930.2,10002297.42095729
8677,85134,55,0,1,714,2,2,5,8519159.6,10006765.334648907
8678,34485,13,1,1,98141,1,6,6,3460379.3,10034447.730897492
8679,76717,3,1,0,64110,1,2,6,7679009.7,10009528.135876011
8680,63650,21,0,1,68168,10,10,0,6370607.7,10008810.212097408
8681,42237,69,0,1,68679,3,4,0,4229047.3,10012660.226815352
8682,16718,43,0,1,56375,3,1,8,1678693.0,10041231.008493839
8683,19838,64,1,1,35409,3,10,8,1993919.4,10051010.182478072
8684,66045,31,0,0,11438,5,9,7,6607358.9,10004328.715269892
8685,73235,27,1,0,48606,2,9,0,7327197.5,10005048.81545709
8686,95971,29,0,1,91137,2,7,2,9605457.2,10008708.047222598
8687,26519,100,0,1,31377,10,7,4,2659980.6,10030470.983068744
8688,76074,20,1,0,7973,3,2,4,7614603.5,10009469.069590136
8689,11788,9,1,0,83215,1,2,6,1183060.0,10036138.445877163
8690,66281,98,0,1,5380,2,1,10,6630781.0,10004044.899745025
8691,27691,39,0,1,95442,5,4,6,2774041.0,10017843.34260229
8692,59016,54,0,0,69504,6,3,2,5906126.1,10007669.276128508
8693,6048,65,0,1,48028,2,3,9,610305.1,10091023.47883598
8694,29570,78,0,1,13628,1,7,9,2962411.1,10018299.289820764
8695,67642,98,0,0,97506,5,8,5,6766834.0,10003894.030336183
8696,4033,97,1,1,29173,5,1,9,415922.7,10312985.370691793
8697,74546,3,0,1,99544,6,8,8,7460101.0,10007379.33624876
8698,55678,59,0,0,80148,4,10,2,5573599.1,10010415.424404612
8699,10784,42,1,0,3054,10,6,1,1084037.0,10052271.884272996
8700,42810,3,1,1,98063,4,4,8,4288800.6,10018221.443587946
8701,19020,13,0,0,93527,4,1,8,1905429.4,10018030.494216613
8702,4499,5,1,1,33109,1,6,0,455382.2,10121853.745276729
8703,79130,29,1,1,30053,2,5,0,7925945.5,10016359.78769114
8704,34689,100,1,0,54072,6,10,7,3474451.0,10016002.19089625
8705,99075,38,0,1,15401,10,5,7,9911312.7,10003848.296744889
8706,76446,10,0,1,92052,10,4,6,7649095.4,10005880.490803966
8707,50185,99,1,0,24039,1,1,4,5021097.8,10005176.44714556
8708,17085,79,0,0,3267,10,5,8,1709963.3,10008564.822944103
8709,31076,16,1,0,5859,3,5,10,3112788.8,10016697.129617712
8710,81924,29,0,1,78566,1,6,10,8200485.0,10009868.9028856
8711,89829,23,1,1,41659,9,10,8,8992972.1,10011212.526021663
8712,52458,31,0,1,97955,2,10,8,5253326.3,10014347.287353693
8713,65639,74,0,1,13424,10,1,6,6573646.1,10014848.03241975
8714,41332,40,1,1,36504,10,10,8,4146474.4,10032116.519887738
8715,45381,65,1,0,98233,10,4,7,4543365.6,10011603.093805777
8716,1981,39,0,0,40633,2,7,1,198774.8,10034063.604240283
8717,48178,67,0,0,89760,10,2,5,4824962.1,10014865.91390261
8718,733,86,1,1,1839,4,5,5,81775.1,11156221.009549797
8719,16071,9,0,0,1839,7,5,8,1609170.3,10012882.210192272
8720,21122,99,0,0,46816,7,2,6,2113297.6,10005196.477606287
8721,90072,63,0,0,99403,9,10,4,9008547.7,10001496.247446487
8722,3137,48,1,1,61569,6,5,5,320868.7,10228520.879821485
8723,27286,48,0,0,90262,2,5,3,2728938.6,10001240.929414352
8724,37611,47,0,1,28086,8,2,6,3766677.6,10014829.704075934
8725,84697,63,1,1,70930,6,8,10,8474975.4,10006228.555911072
8726,21833,43,0,0,80621,1,5,0,2185327.7,10009287.317363625
